EmployeeID,FullName,Gender,Citizenship,LanguagesSpoken,Department,AnnualSalary,SocialSecurityNumber,Age,YearsOfExperience
331,William Christensen,Female,India,Arabic,Human Resource,66370.05,814-84-1738,36,15
332,Robert Howell,Male,USA,"Arabic, Mandarin",Marketing,66995.36,660-89-1512,45,26
333,David Wu,Female,USA,None,Legal,94607.71,225-55-3004,46,24
334,Stephen Kane,Female,USA,"Spanish, Hindi",Human Resource,141052.79,321-18-3522,40,21
335,Vincent Galvan,Female,USA,"French, Spanish",I/T,88112.18,796-17-3556,60,42
336,Jessica Black,Female,USA,Arabic,I/T,64794.65,772-87-9144,60,38
337,Henry Jones,Female,China,"Mandarin, Hindi",Human Resource,90508.29,349-35-0624,37,19
338,Kelly Willis,Male,USA,None,Marketing,46869.56,631-79-2988,39,19
339,Daniel Medina,Female,USA,None,Marketing,86297.79,230-79-6489,35,16
340,Traci Freeman,Female,USA,"Arabic, French",Product,114640.97,028-87-5344,35,14
341,Megan Burton,Male,India,"Hindi, Mandarin",Operations,68903.49,828-30-0943,65,47
342,Ashley Gallagher,Male,USA,None,Marketing,41962.43,014-62-1953,56,38
343,Ms. Beth Moreno,Male,China,Spanish,Administrative,54903.24,686-97-7886,49,27
344,Alan Morris,Female,India,None,Human Resource,105530.42,775-90-2930,59,39
345,Jillian Smith,Male,USA,"Spanish, Spanish",Operations,126392.68,584-72-8383,32,14
346,Patricia Zamora,Male,USA,"Spanish, Mandarin",Operations,91157.68,841-84-5957,37,15
347,Mary Rowe,Male,USA,Hindi,Operations,61058.22,808-52-1617,47,26
348,Brady Moreno,Female,China,French,Product,80796.8,451-65-3887,57,35
349,Robert Potts DDS,Female,Philippines,None,Sales,50333.38,181-09-5200,45,26
350,Jessica Wright,Male,Taiwan,None,Human Resource,76877.75,263-11-6484,34,13
351,Daniel Santos,Male,USA,Spanish,Administrative,105635.37,258-15-9984,64,44
352,Dr. Alyssa King,Female,India,Hindi,Administrative,121653.54,353-68-6414,58,37
353,Amy Holland,Male,USA,"Mandarin, French",Operations,53835.58,127-57-9141,39,17
354,Sarah Wolfe,Female,USA,None,Operations,99761.62,406-04-3123,37,19
355,David Wolfe,Female,South Korea,None,Human Resource,155770.71,203-10-1256,50,30
356,Anthony Gentry,Male,USA,"Mandarin, Hindi",Marketing,151827.0,067-22-9957,36,15
357,Johnny Patel,Female,India,None,Operations,107273.11,767-24-0492,44,23
358,Susan Martinez,Male,USA,None,Human Resource,90829.77,401-93-4178,36,17
359,Brandy Sanchez,Female,USA,Hindi,Finance,93553.19,433-07-2287,44,24
360,Michelle Jackson,Female,USA,Mandarin,Finance,95249.48,611-01-4481,38,17
361,Kyle Davis,Male,USA,"Arabic, Hindi",Administrative,125211.17,608-60-3680,34,14
362,Clinton Pineda,Male,USA,French,Operations,149567.89,863-26-0702,52,34
363,Eric Bowman,Female,China,None,Sales,58030.07,331-28-7219,41,20
364,Brian Brown,Female,USA,None,Product,155093.37,813-61-5382,68,48
365,Omar Evans,Female,USA,None,Operations,80169.66,192-35-3213,28,9
366,Jessica Hahn,Male,South Korea,Mandarin,I/T,147443.14,892-34-0263,40,21
367,Madison Baker,Male,USA,None,Finance,128702.73,695-11-3721,61,40
368,Michael Martinez,Female,USA,Spanish,Product,63814.97,677-64-7216,24,4
369,Samantha Johnson,Male,India,"Mandarin, Spanish",Legal,49817.5,855-21-9009,32,11
370,Mike Mendez,Male,USA,None,Finance,89452.84,015-94-7252,35,15
371,Thomas Smith,Male,Canada,None,Sales,101391.52,632-07-1263,62,43
372,Emily Johnson,Male,USA,Hindi,Marketing,65062.7,241-32-4385,52,30
373,Terri Greer,Male,USA,French,Product,103391.31,172-19-5340,52,34
374,Patrick Butler,Female,China,"French, Mandarin",I/T,156682.26,808-16-8461,30,10
375,Cynthia Maldonado,Female,Philippines,"Mandarin, Arabic",Marketing,129168.2,367-97-9878,29,11
376,Alicia Fuentes,Male,China,"Arabic, Spanish",I/T,135664.48,295-66-0968,44,23
377,Bruce Murphy,Female,USA,None,Marketing,136160.25,643-48-7226,56,35
378,Ariel Rivera,Male,USA,None,I/T,105194.44,279-04-1723,25,6
379,Kevin Williams,Female,USA,"Hindi, Arabic",Operations,55917.13,694-22-7298,26,6
380,Brandy Black,Male,USA,Spanish,Human Resource,76605.17,575-84-3269,27,6
381,Daniel Barker,Male,Philippines,None,Administrative,69901.27,627-56-8092,53,32
382,Dr. Charles Romero Jr.,Female,USA,"Mandarin, Spanish",Human Resource,131089.98,588-81-7306,44,24
383,Dylan Hines,Male,USA,"Hindi, French",Product,74605.43,801-66-8641,57,35
384,Sheila Hicks,Female,USA,"Hindi, Spanish",Administrative,91997.17,643-21-1938,31,10
385,Randy Marshall,Male,China,"Arabic, Mandarin",Operations,60385.75,809-52-8420,50,31
386,Michael Thompson,Female,India,French,Operations,50724.74,021-94-4861,42,21
387,Jose Arias,Female,Canada,None,I/T,126250.55,484-32-0713,40,21
388,Jennifer Gaines,Male,USA,"Arabic, Mandarin",Product,90909.9,545-12-9902,37,16
389,Patrick Hicks,Male,USA,"Spanish, Mandarin",Operations,156787.76,622-05-9473,40,18
390,Brenda Simmons,Male,USA,None,Marketing,109653.24,265-63-4799,55,33
391,Samuel Thornton,Female,Canada,None,Legal,91805.66,251-54-4430,29,8
392,Anthony Jones,Male,USA,"Arabic, French",Operations,60195.95,492-18-3157,51,31
393,Cody Graham,Female,USA,None,Product,102279.23,142-42-4620,58,40
394,Colleen Howell,Male,Philippines,"Hindi, Arabic",Operations,156845.47,719-13-2057,39,17
395,Larry Nelson,Male,USA,"Mandarin, Spanish",Product,128261.57,197-64-3296,45,23
396,Thomas Hall,Female,USA,None,I/T,43895.51,140-98-8989,35,13
397,Bryan Bradley,Male,China,None,Human Resource,46822.24,335-95-5022,26,7
398,Jill Williams,Male,USA,Hindi,Product,71354.57,226-99-8258,64,44
399,William Moore,Female,USA,None,Operations,96303.01,867-66-5628,67,49
400,Justin Hurley,Female,Canada,"Hindi, Hindi",Operations,127384.43,418-56-3108,32,10
401,Scott Jennings,Male,USA,Spanish,Administrative,124540.77,415-64-0283,48,26
402,Lisa Matthews,Male,USA,Hindi,I/T,111151.34,499-89-0891,42,22
403,Julian Harmon,Female,USA,None,Operations,61382.55,347-64-5756,58,38
404,Timothy Martinez,Male,USA,"Arabic, Arabic",Sales,72328.01,814-09-3339,42,20
405,Christopher Salinas,Male,USA,"French, Arabic",Operations,127831.12,579-24-1324,51,33
406,Dennis Lynch,Female,USA,Hindi,Product,91547.31,893-39-2584,36,17
407,Katelyn Smith,Female,China,Mandarin,Sales,68456.24,669-84-7876,35,15
408,Mrs. Sandy Avila,Female,China,Hindi,Product,110704.57,582-51-5395,28,6
409,Richard Farmer,Male,USA,French,Administrative,104872.02,841-84-8349,66,44
410,Robert Yoder,Female,USA,None,Product,111946.79,815-88-5898,62,40
411,Carrie Richards,Male,India,None,Finance,108672.44,679-62-5373,52,30
412,Samantha Vasquez,Female,India,"French, Arabic",Operations,80997.95,870-32-3442,55,36
413,Taylor Lutz,Female,USA,"Spanish, Hindi",Operations,68948.97,079-74-8360,67,47
414,Angela Chan,Female,USA,None,Product,47724.53,344-42-4506,43,22
415,Kaitlyn Espinoza,Female,USA,"French, Arabic",Operations,68362.12,199-23-3271,44,25
416,Anna Chambers,Male,China,"Spanish, French",Administrative,143097.52,889-62-0639,67,47
417,John Simmons,Female,USA,"Spanish, Mandarin",Legal,130124.91,661-84-6424,66,47
418,Caleb Butler,Male,Taiwan,"Spanish, Spanish",Human Resource,92632.4,360-39-5717,62,40
419,Deborah Peterson,Male,South Korea,"Arabic, Spanish",Legal,65393.08,133-34-8175,52,32
420,Michael Avila,Female,USA,"Arabic, Arabic",Administrative,53419.88,753-96-6987,26,8
421,Timothy Scott,Male,USA,French,Product,106818.22,767-58-8894,49,31
422,Benjamin Cortez,Female,USA,Arabic,I/T,103623.63,295-22-1326,40,18
423,Angela Harris,Female,India,Mandarin,Product,136412.55,402-30-2305,29,9
424,Steven Miller,Female,Mexico,"Mandarin, Spanish",Product,127454.11,773-69-3286,32,13
425,Samantha Beasley,Male,Taiwan,None,Finance,113675.23,772-97-5857,44,26
426,Lawrence Meyers MD,Female,USA,None,Human Resource,151374.68,754-47-4256,69,50
427,Travis Hubbard,Male,USA,"Mandarin, French",Sales,54953.3,268-77-3921,27,6
428,Natalie Pugh,Male,China,None,Administrative,96468.78,474-10-7557,50,31
429,Samantha Mendez,Female,USA,French,Product,55533.72,002-28-8050,39,18
430,James Harris,Male,USA,French,Product,78511.19,073-68-3296,45,27
431,Kyle Roberts,Female,USA,"Spanish, French",Sales,47382.32,218-63-5436,49,27
432,Shari Duncan,Female,China,"Hindi, Spanish",Operations,88202.58,651-06-0156,59,40
433,Tiffany Harris,Female,India,"Arabic, Hindi",I/T,114647.86,722-60-1180,59,41
434,Stacey Acevedo,Male,USA,"Mandarin, Mandarin",Product,75882.38,835-51-5271,38,16
435,Mr. Jeremy Rivera MD,Female,Philippines,None,I/T,121396.27,404-40-8062,48,29
436,Dr. Heather Hamilton,Female,Canada,None,Administrative,81695.59,500-14-6172,44,26
437,Heidi Moore,Male,USA,None,Finance,145617.09,648-65-8067,46,25
438,Brooke Dickson,Female,Canada,French,I/T,155273.62,628-07-3363,65,45
439,Benjamin Yates,Female,USA,None,Human Resource,152780.22,413-99-4910,38,17
440,Meghan Kaiser,Female,USA,"French, Mandarin",Finance,122256.67,621-70-2199,54,33
441,Cassandra Carr,Female,USA,"Spanish, French",Operations,49846.38,648-47-4240,47,27
442,Lauren Henry,Female,USA,Arabic,I/T,50174.12,513-24-9507,64,42
443,Shelby Sutton,Male,India,Arabic,Sales,127611.1,342-86-5790,55,34
444,Anthony Boyle,Female,China,None,Operations,71499.48,416-03-3609,53,31
445,Latoya Smith,Male,USA,French,Product,94426.98,595-12-8567,25,7
446,Tracy Franklin,Male,USA,None,Marketing,129477.53,840-22-7870,25,6
447,Sabrina Jordan,Male,India,French,Administrative,54981.99,589-65-7286,25,6
448,James Francis,Female,India,Spanish,Administrative,54911.09,716-62-1968,64,44
449,Chelsea Webb,Female,USA,None,Human Resource,46878.55,529-02-0407,56,34
450,Richard Abbott,Female,South Korea,None,Product,61999.85,582-22-6125,44,26
451,Karen Harris,Female,USA,"Mandarin, Hindi",Finance,82737.27,716-46-5438,61,42
452,Eric Jordan,Female,Canada,None,I/T,49692.64,499-10-4315,51,30
453,Michele Newton,Female,USA,French,Sales,111224.04,795-53-2167,30,9
454,Justin Freeman,Male,India,None,Sales,77688.01,372-31-6465,27,6
455,Sheryl Mitchell,Female,India,Mandarin,Product,152878.65,112-77-5924,60,39
456,Antonio Cruz,Female,India,None,Product,69233.52,768-41-6709,31,13
457,Dawn Mullins,Female,India,Spanish,Finance,78977.45,151-22-9596,50,29
458,Timothy Beck,Female,USA,None,Human Resource,131711.64,887-84-0198,34,16
459,Samantha Horn,Female,China,"Spanish, Mandarin",Marketing,73717.66,073-80-1765,68,48
460,Richard Guzman,Male,India,None,Legal,138841.15,778-75-6690,65,43
461,John Scott,Male,USA,"Mandarin, French",Human Resource,101298.73,110-71-2018,52,30
462,Cathy Barrett,Female,USA,None,Marketing,52441.77,744-65-6166,27,7
463,Deanna Rodriguez,Male,USA,"French, Mandarin",Administrative,90282.78,012-24-0821,34,14
464,Kevin Potts,Female,China,Mandarin,Operations,72762.58,006-63-4248,50,32
465,Cody Hopkins,Female,USA,French,Product,98555.42,545-83-7340,40,21
466,Marc Hill,Female,USA,"Hindi, French",Human Resource,146736.43,749-28-2193,52,34
467,Brandon Jones,Female,Canada,"Spanish, Arabic",Operations,141492.85,443-14-6817,51,33
468,Mr. Gregory Armstrong,Female,India,"Arabic, Mandarin",Legal,155486.07,672-36-7998,69,48
469,Tracy Salazar,Female,USA,"Mandarin, Arabic",Operations,62420.66,303-19-4140,61,43
470,Michael Brown,Female,India,None,Operations,73936.09,796-95-7017,26,5
471,Kevin Valdez,Female,USA,None,Administrative,47240.13,506-42-0008,49,27
472,Eric Mcbride,Female,China,French,Product,93197.05,793-24-9441,56,34
473,Tara Montgomery,Female,USA,None,Product,128353.54,323-41-4905,40,21
474,Dustin Martin,Male,Philippines,"Mandarin, Mandarin",Operations,75027.03,621-54-1134,62,41
475,Christopher Porter,Female,USA,None,Operations,106806.15,791-61-5024,65,43
476,Laura Johns,Male,USA,None,Operations,79217.12,551-32-3918,45,27
477,Eric Black,Female,USA,None,Human Resource,141280.25,009-45-9733,36,15
478,David Rose,Male,Canada,None,Product,81514.1,598-55-5216,54,35
479,Brenda Lee,Male,USA,"Arabic, Mandarin",Marketing,144280.8,460-76-2677,36,15
480,Sydney Clark,Female,USA,Mandarin,Human Resource,60313.33,783-99-5803,40,18
481,Briana Holmes,Female,USA,Arabic,I/T,83180.23,775-98-5346,66,45
482,Jason Edwards,Female,Canada,"French, Hindi",I/T,98783.03,864-42-7176,66,47
483,Benjamin Gonzalez,Male,USA,None,Product,54916.86,546-28-6882,69,48
484,Samantha Thomas,Female,USA,Hindi,I/T,103141.62,607-51-6775,33,13
485,Carol Ramsey,Male,USA,None,Sales,133386.75,637-97-1349,61,41
486,Greg Mejia,Male,China,"Arabic, Arabic",Operations,123752.62,877-29-8885,33,12
487,Travis Mejia,Male,USA,Hindi,Operations,59420.64,304-57-2908,35,15
488,Gregory Parker,Female,India,None,I/T,101921.55,842-30-0355,42,20
489,Joyce Vega,Female,India,Hindi,Administrative,93344.94,462-50-3907,38,16
490,George Meadows,Female,USA,"Arabic, French",Sales,88082.29,274-99-4875,39,21
491,Luke Pierce,Female,China,Spanish,Product,151530.15,816-98-2637,51,31
492,Lynn Bennett,Female,Canada,Hindi,Human Resource,85175.32,226-49-8954,55,36
493,Elizabeth Martinez,Male,USA,"Hindi, French",Product,65409.59,557-93-2302,50,30
494,Angel Montes,Female,India,"Mandarin, Mandarin",Product,106792.19,807-74-1417,25,7
495,Rachel Reed,Female,USA,Arabic,Administrative,115072.82,226-12-1659,58,39
496,Steven Wilson,Male,USA,"Spanish, French",Administrative,59800.2,582-16-6291,37,17
497,Paul Dean,Male,USA,"French, French",Administrative,157294.02,577-28-3053,64,42
498,John Todd,Male,India,Spanish,Human Resource,45516.57,111-73-5444,32,10
499,Cameron Campbell,Female,USA,"French, Arabic",Operations,76158.61,321-93-6831,69,51
500,Hannah Taylor,Male,India,French,Marketing,142758.73,466-57-4923,24,5
501,Jonathan Reed,Male,China,"Mandarin, Arabic",Human Resource,132232.88,454-72-1004,68,48
502,Rachel Stevens,Female,USA,None,Operations,99609.62,085-84-7890,56,38
503,Christopher Castro,Male,USA,None,Administrative,151810.7,281-85-6850,52,33
504,Linda Black,Female,USA,Arabic,Product,56208.93,629-25-8542,64,44
505,Robert Jones,Female,India,"Mandarin, Spanish",I/T,93058.84,528-74-8469,44,26
506,Chelsea Sandoval,Female,China,None,Finance,59001.23,449-90-4909,41,23
507,Steven Cervantes,Male,Canada,"Mandarin, Arabic",Product,103589.86,196-22-6542,52,32
508,Nichole Davis,Female,China,None,Product,43772.15,275-64-5778,26,5
509,Tammy Martinez,Female,USA,None,Sales,118255.7,035-84-6375,43,21
510,Trevor Sanders,Male,USA,None,Human Resource,120610.32,653-25-9338,35,13
511,Katherine Jackson,Female,USA,None,Product,51856.38,347-14-2426,31,9
512,Christian Wang,Female,India,"Hindi, French",Operations,126172.99,641-37-7622,63,41
513,Megan White,Male,USA,None,I/T,158086.88,429-61-5778,26,6
514,Michelle Mullins,Female,India,"Hindi, Hindi",Sales,118078.61,493-61-8779,41,20
515,Kathryn Mitchell,Male,China,None,Product,148885.17,222-61-3191,37,16
516,Christian Walters,Male,USA,None,Administrative,138585.78,237-93-2727,26,8
517,Brianna Valencia,Male,USA,None,Human Resource,101374.11,823-40-5012,61,42
518,Samuel Hawkins MD,Male,China,"Arabic, Spanish",Marketing,50207.09,641-72-8789,68,47
519,Michael Edwards,Female,USA,"Spanish, Spanish",Product,146583.71,096-48-8176,69,50
520,Matthew Torres,Male,India,"Arabic, French",Operations,43629.52,637-42-1494,47,29
521,Joan Sanchez,Female,USA,French,Product,111914.46,660-37-7340,52,34
522,Matthew Harrison,Male,USA,None,I/T,92057.7,260-07-2544,33,11
523,Mr. Jeffrey Edwards,Female,India,"Hindi, Arabic",Human Resource,40109.89,483-17-5636,43,24
524,Deborah Graham,Male,India,French,Operations,153984.06,577-42-3375,30,10
525,Nicole Huff,Male,USA,Mandarin,Product,159852.85,101-57-8643,48,29
526,Christine Mitchell,Male,USA,Spanish,Product,86010.94,712-14-6310,59,39
527,Katrina Lewis,Female,Philippines,Hindi,Human Resource,99408.02,694-31-8523,44,25
528,Brian Davis,Female,USA,"French, French",Product,88447.83,186-91-5106,37,15
529,Elizabeth Gibbs,Female,Canada,Spanish,Product,131517.11,733-29-4293,28,8
530,Julie Lucas,Male,India,None,Sales,43252.49,857-80-6912,65,45
531,Edward Williams,Female,USA,Spanish,Administrative,132791.79,313-56-2064,44,25
532,Mary Hayes,Male,USA,"Spanish, French",Finance,155984.96,560-80-6521,40,19
533,Eugene Wilkerson,Male,India,Mandarin,Marketing,57128.86,402-36-9270,46,27
534,Gerald Jackson,Male,India,None,Operations,44467.45,361-35-8017,30,8
535,Jay Thomas,Female,USA,"Arabic, Spanish",Human Resource,132322.9,731-53-2847,56,37
536,Anthony Bond,Male,USA,None,Human Resource,64366.31,883-74-8514,44,26
537,Shannon Gordon,Male,USA,"Arabic, Arabic",Sales,40324.85,229-02-7153,47,26
538,Danielle Klein,Male,USA,None,Product,155206.78,777-27-6864,24,5
539,Brittany Walters,Female,USA,"Hindi, Arabic",I/T,80415.51,857-60-2775,42,23
540,Stephanie Bailey,Male,USA,Arabic,Product,113260.23,879-76-3379,28,6
541,Leonard Stewart,Male,USA,Mandarin,Product,114900.75,174-54-6884,28,6
542,Jason Mcintyre,Female,USA,None,Product,155899.65,746-32-7940,41,22
543,Sara Johnson,Male,USA,"Spanish, Mandarin",Sales,131237.33,809-69-4180,51,30
544,Lisa Williams,Female,South Korea,Mandarin,I/T,117765.05,284-64-8503,36,16
545,Maria Ware,Female,USA,None,Product,55255.21,450-80-8446,49,31
546,Denise Ryan,Male,USA,"Arabic, Hindi",Operations,92833.48,736-50-8838,25,7
547,Bobby Garcia,Female,USA,Mandarin,Operations,50701.12,551-90-5579,34,13
548,Joy Hamilton,Male,USA,"Arabic, Arabic",Product,153482.29,429-13-8811,58,39
549,Karen Cohen,Female,USA,None,Sales,143685.22,443-74-4614,28,10
550,Jason Taylor,Male,China,"Mandarin, Arabic",I/T,104201.98,479-62-2951,53,35
551,Jennifer King,Male,USA,Hindi,Operations,66851.14,305-85-2886,28,7
552,Melissa Lee,Female,USA,French,Operations,113666.8,834-48-6967,54,35
553,Thomas Davis,Female,South Korea,"Mandarin, Mandarin",Sales,125415.97,688-17-8410,25,5
554,Stephen Young,Female,USA,Hindi,Product,63346.09,627-34-9608,42,20
555,Amanda Rodriguez,Male,USA,Spanish,Operations,47505.78,228-30-2432,41,22
556,Michelle Watkins,Male,USA,"Arabic, Mandarin",Operations,74640.62,352-93-2394,54,32
557,Zachary Ford,Male,India,Hindi,Product,64781.98,075-79-6465,67,48
558,Cynthia Walker,Female,USA,"Arabic, Mandarin",Administrative,47236.06,399-94-3439,37,15
559,Anne Perez,Female,USA,None,Product,95058.46,413-99-4629,63,45
560,Joseph Jones,Male,China,Hindi,Product,153627.11,816-88-7651,45,27
561,Jeff Flores,Male,USA,"Mandarin, Spanish",Marketing,105512.79,838-98-6481,58,37
562,Katie Taylor,Female,USA,French,Human Resource,132602.1,675-28-6251,50,31
563,Mia Grimes,Male,USA,Arabic,Product,94899.41,841-97-8186,46,25
564,Heather Hall,Male,Canada,Mandarin,I/T,46094.06,543-30-0733,32,13
565,Benjamin Williams,Male,USA,None,Legal,149959.69,212-02-3627,38,17
566,Jennifer Phillips,Male,China,"Hindi, Mandarin",I/T,154960.54,524-66-6780,24,4
567,Brandon Malone,Female,USA,French,Human Resource,121580.85,857-13-2406,30,8
568,Lisa Mccullough,Female,Canada,None,Administrative,155858.28,150-15-7059,60,41
569,Michael Huang,Male,China,Hindi,Marketing,124465.94,501-21-5800,58,36
570,Lindsay Smith,Female,USA,None,Administrative,104299.75,119-20-5631,27,5
571,James Hart,Female,Mexico,"Hindi, Spanish",I/T,119410.02,632-26-0069,60,38
572,Benjamin Stein,Female,India,Mandarin,Human Resource,138552.27,394-75-0234,37,17
573,Richard Durham,Female,India,None,Product,155162.15,359-84-8784,59,38
574,Kent Hughes,Male,India,Hindi,Marketing,82605.71,294-20-6209,55,37
575,Chad Taylor,Female,USA,"Spanish, Mandarin",Product,91707.42,028-96-9685,24,2
576,John Rich,Male,China,None,Product,107706.64,495-59-7903,51,31
577,Wendy Jackson,Female,India,None,Sales,106585.84,250-39-8983,63,45
578,Edwin Ellis,Female,USA,"Arabic, French",Marketing,54727.47,321-93-1544,30,9
579,Benjamin Schwartz,Male,USA,"French, Hindi",Sales,61083.37,224-93-4197,67,47
580,Jordan Sanford,Female,USA,Mandarin,Product,72470.99,170-02-0514,64,45
581,Kimberly Shea,Male,USA,None,Operations,154173.89,731-34-4220,42,20
582,Carrie Butler,Male,USA,"Arabic, French",Operations,120671.64,359-37-4739,57,35
583,Brian Ray,Male,Taiwan,French,Product,156185.17,405-42-1138,50,29
584,Amanda Green,Male,USA,None,Product,84285.67,699-18-0127,44,23
585,Jamie Keller,Male,USA,None,Operations,88248.89,400-57-0416,64,44
586,Amanda Baldwin,Female,USA,Spanish,Marketing,84388.13,881-64-1212,30,9
587,Michelle Hernandez,Female,Canada,None,Legal,102024.96,012-54-3717,54,36
588,Corey Hudson,Female,India,None,I/T,128671.75,152-35-9606,52,33
589,Mary Wright,Female,Philippines,Spanish,Marketing,107999.99,261-14-8682,66,47
590,Tami Dougherty,Male,USA,Spanish,Sales,141461.68,678-41-2908,27,6
591,Danielle Gordon,Female,India,Hindi,Sales,148504.44,472-09-9025,60,41
